Product,Jan23,Dec22,Nov22,Oct22,Sep22,Aug22
Avanafil 100mg tablets 4,£14.08,£14.08,£14.08,£14.08,£14.08,£14.08
Avanafil 100mg tablets 8,£26.26,£14.08,£14.08,£14.08,£14.08,£14.08
Avanafil 200mg tablets 4,£21.90,£21.90,£21.90,£21.90,£21.90,£21.90
Avanafil 200mg tablets 8,£39.40,£21.90,£21.90,£21.90,£21.90,£21.90
Avanafil 50mg tablets 4,£10.94,£10.94,£10.94,£10.94,£10.94,£10.94
Avanafil 50mg tablets 8,£19.70,£10.94,£10.94,£10.94,£10.94,£10.94
Azathioprine 25mg tablets 28,£1.46,£1.52,£1.47,£1.47,£1.48,£1.48
Azathioprine 50mg powder for solution for injection vials 1,£15.38,£15.38,£15.38,£15.38,£15.38,£15.38
Azathioprine 50mg tablets 56,£1.95,£2.04,£1.96,£1.96,£1.87,£1.87
Azelaic acid 15% gel 30,£7.48,£7.48,£7.48,£7.48,£7.48,£7.48
Azelaic acid 20% cream 30,£4.49,£4.49,£4.49,£4.49,£4.49,£4.49
Azelastine 0.05% eye drops 8,£6.40,£6.40,£6.40,£6.40,£6.40,£6.40
Azelastine 140micrograms/dose nasal spray 22,£10.50,£10.50,£10.50,£10.50,£10.50,£10.50
Azilsartan medoxomil 20mg tablets 28,£16.80,£16.80,£16.80,£16.80,£16.80,£16.80
Azilsartan medoxomil 40mg tablets 28,£16.80,£16.80,£16.80,£16.80,£16.80,£16.80
Azilsartan medoxomil 80mg tablets 28,£19.95,£19.95,£19.95,£19.95,£19.95,£19.95
Azithromycin 15mg/g eye drops 0.25g unit dose preservative free 6,£6.99,£6.99,£6.99,£6.99,£6.99,£6.99
Azithromycin 200mg/5ml oral suspension 15,£4.06,£4.06,£4.06,£4.06,£4.06,£4.06
Azithromycin 200mg/5ml oral suspension 22.5,£6.10,£4.06,£4.06,£4.06,£4.06,£4.06
Azithromycin 200mg/5ml oral suspension 30,£11.04,£4.06,£4.06,£4.06,£4.06,£4.06
Azithromycin 250mg capsules 6,£1.23,£1.29,£1.25,£1.25,£1.32,£1.32
Azithromycin 250mg tablets 4,£1.06,£1.01,£0.98,£0.98,£0.91,£0.91
Azithromycin 500mg tablets 3,£1.09,£1.11,£1.07,£1.07,£1.08,£1.08
Aztreonam 75mg powder and solvent for nebuliser solution vials with device 84,"£2,181.53","£2,181.53","£2,181.53","£2,181.53","£2,181.53","£2,181.53"
Baclofen 10mg tablets 84,£1.83,£1.79,£1.72,£1.72,£2.13,£2.13
Baclofen 10mg/20ml solution for infusion ampoules 1,£70.01,£70.01,£70.01,£70.01,£70.01,£70.01
Baclofen 10mg/5ml oral solution sugar free 150,£10.72,£10.72,£10.72,£10.72,£10.72,£10.72
Baclofen 10mg/5ml solution for infusion ampoules 1,£70.01,£70.01,£70.01,£70.01,£70.01,£70.01
Baclofen 50micrograms/1ml solution for injection ampoules 1,£3.16,£3.16,£3.16,£3.16,£3.16,£3.16
Baclofen 5mg/5ml oral solution sugar free 300,£3.58,£3.36,£3.23,£3.23,£2.86,£2.86
Balsalazide 750mg capsules 130,£30.42,£30.42,£30.42,£30.42,£30.42,£30.42
Bambuterol 10mg tablets 30,£30.99,£30.99,£30.99,£30.99,£30.99,£30.99
Baricitinib 2mg tablets 28,£805.56,£805.56,£805.56,£805.56,£805.56,£805.56
Baricitinib 4mg tablets 28,£805.56,£805.56,£805.56,£805.56,£805.56,£805.56
Beclometasone 0.025% cream 30,£70.33,£70.33,£70.33,£69.70,£69.70,£68.00
Beclometasone 0.025% ointment 30,£70.33,£70.33,£70.33,£69.70,£69.70,£68.00
Beclometasone 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler 120,£29.32,£29.32,£29.32,£29.32,£29.32,£29.32
Beclometasone 100micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free 120,£29.32,£29.32,£29.32,£29.32,£29.32,£29.32
Beclometasone 100micrograms/dose breath actuated inhaler CFC free 200,£17.21,£17.21,£17.21,£17.21,£17.21,£17.21
Beclometasone 100micrograms/dose inhaler CFC free 200,£7.42,£7.42,£7.42,£7.42,£7.42,£7.42
Beclometasone 200micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler 120,£29.32,£29.32,£29.32,£29.32,£29.32,£29.32
Beclometasone 200micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free 120,£29.32,£29.32,£29.32,£29.32,£29.32,£29.32
Beclometasone 200micrograms/dose dry powder inhaler 200,£14.93,£14.93,£14.93,£14.93,£14.93,£14.93
Beclometasone 200micrograms/dose inhaler CFC free 200,£16.17,£16.17,£16.17,£16.17,£16.17,£16.17
Beclometasone 250micrograms/dose inhaler CFC free 200,£16.29,£16.29,£16.29,£16.29,£16.29,£16.29
Beclometasone 50micrograms/dose breath actuated inhaler CFC free 200,£7.87,£7.87,£7.87,£7.87,£7.87,£7.87
Beclometasone 50micrograms/dose inhaler CFC free 200,£3.70,£3.70,£3.70,£3.70,£3.70,£3.70
Beclometasone 50micrograms/dose nasal spray 200,£2.83,£2.88,£2.77,£2.77,£2.69,£2.69
Beclometasone 5mg gastro-resistant modified-release tablets 30,£56.56,£56.56,£56.56,£56.56,£56.56,£56.56
Beeswax white solid 500,£8.82,£8.82,£8.82,£8.82,£8.82,£8.82
Belladonna medicated plaster 28cm x 17.5cm 1,£3.15,£2.96,£2.96,£2.96,£2.96,£2.96
Belladonna medicated plaster 9.5cm x 12.5cm 2,£2.65,£2.51,£2.51,£2.51,£2.51,£2.51
Bempedoic acid 180mg / Ezetimibe 10mg tablets 28,£55.44,£55.44,£55.44,£55.44,£55.44,£55.44
Bempedoic acid 180mg tablets 28,£55.44,£55.44,£55.44,£55.44,£55.44,£55.44
Bendroflumethiazide 2.5mg tablets 28,£0.71,£0.68,£0.66,£0.66,£0.66,£0.66
Bendroflumethiazide 5mg tablets 28,£0.93,£0.95,£0.92,£0.92,£0.89,£0.89
Benperidol 250microgram tablets 112,£200.32,£200.32,£200.32,£200.32,£200.32,£200.32
Benzalkonium chloride 0.5% shampoo 250,£5.69,£5.69,£5.69,£5.69,£5.69,£5.69
Benzocaine 1.5mg/dose oromucosal spray sugar free 60,£2.83,£2.83,£2.83,£2.83,£2.83,£2.83
Benzocaine 10% dental gel sugar free 5.3,£2.74,£2.74,£2.74,£2.74,£2.74,£2.74
Benzocaine 1mg/dose oromucosal spray sugar free 15,£3.49,£3.49,£3.49,£3.49,£3.49,£3.49
Benzocaine 20% dental gel sugar free 5.3,£2.98,£2.98,£2.98,£2.98,£2.98,£2.98
Benzoin compound tincture 500,£15.76,£15.76,£15.76,£15.76,£15.76,£15.76
Benzoin tincture 500,£10.55,£10.55,£10.55,£10.55,£10.55,£10.55
Benzoyl peroxide 3% / Clindamycin 1% gel 30,£13.14,£13.14,£13.14,£13.14,£13.14,£13.14
Benzoyl peroxide 5% / Clindamycin 1% gel 30,£8.92,£13.14,£13.14,£13.14,£13.14,£13.14
Benzoyl peroxide 5% / Clindamycin 1% gel 60,£19.17,£13.14,£13.14,£13.14,£13.14,£13.14
Benzoyl peroxide 5% gel 30,£5.44,£5.44,£5.44,£5.44,£5.44,£5.44
Benzoyl peroxide 5% gel 60,£10.68,£5.44,£5.44,£5.44,£5.44,£5.44
Benzydamine 0.15% mouthwash sugar free 300,£4.88,£3.19,£3.07,£3.07,£5.00,£5.00
Benzydamine 0.15% oromucosal spray sugar free 30,£3.97,£3.49,£3.35,£3.35,£2.60,£2.60
Benzydamine 3% cream 35,£2.63,£2.63,£2.63,£2.63,£2.63,£2.63
Benzydamine 3% cream 100,£6.84,£2.63,£2.63,£2.63,£2.63,£2.63
Benzyl benzoate crystals 500,£16.51,£16.51,£16.51,£16.51,£16.51,£16.51
Benzylpenicillin 1.2g powder for solution for injection vials 25,£109.50,£109.50,£109.50,£109.50,£109.50,£109.50
Benzylpenicillin 600mg powder for solution for injection vials 2,£5.90,£5.90,£5.90,£5.90,£6.02,£6.02
Betahistine 16mg tablets 84,£1.44,£1.60,£1.55,£1.55,£1.69,£1.69
Betahistine 8mg tablets 84,£1.04,£1.11,£1.07,£1.07,£1.11,£1.11
Betaine oral powder 180,£347.00,£347.00,£347.00,£347.00,£347.00,£347.00
Betamethasone 0.1% / Neomycin 0.5% ear/eye/nose drops 10,£2.39,£2.39,£2.39,£2.39,£2.39,£2.39
Betamethasone 0.1% ear/eye/nose drops 10,£2.32,£2.32,£2.32,£2.32,£2.32,£2.32
Betamethasone 0.1% foam 100,£9.75,£9.75,£9.75,£10.50,£10.50,£10.50
Betamethasone 4mg/1ml solution for injection ampoules 5,£110.76,£109.54,£111.98,£107.10,£102.42,£93.06
Betamethasone 500microgram soluble tablets sugar free 100,£58.15,£58.15,£58.15,£58.15,£58.15,£58.15
Betamethasone dipropionate 0.05% / Salicylic acid 2% scalp application 100,£10.10,£10.10,£10.10,£10.10,£10.10,£10.10
Betamethasone dipropionate 0.05% / Salicylic acid 3% ointment 30,£3.18,£3.18,£3.18,£3.18,£3.18,£3.18
Betamethasone dipropionate 0.05% / Salicylic acid 3% ointment 100,£9.14,£3.18,£3.18,£3.18,£3.18,£3.18
Betamethasone dipropionate 0.05% cream 100,£6.12,£2.16,£2.16,£2.16,£2.16,£2.16
Betamethasone dipropionate 0.05% ointment 30,£2.16,£2.16,£2.16,£2.16,£2.16,£2.16
Betamethasone dipropionate 0.05% scalp lotion 100,£7.80,£7.80,£7.80,£7.80,£7.80,£7.80
Betamethasone dipropionate 0.064% / Clotrimazole 1% cream 30,£6.34,£6.34,£6.34,£6.34,£6.34,£6.34
Betamethasone valerate 0.025% cream 100,£3.15,£3.15,£3.15,£3.15,£3.15,£3.15
Betamethasone valerate 0.025% ointment 100,£3.15,£3.15,£3.15,£3.15,£3.15,£3.15
Betamethasone valerate 0.1% / Clioquinol 3% cream 30,£40.82,£40.82,£40.82,£39.85,£39.85,£38.88
Betamethasone valerate 0.1% / Clioquinol 3% ointment 30,£42.61,£42.61,£42.61,£42.61,£42.61,£42.61
Betamethasone valerate 0.1% / Fusidic acid 2% cream 30,£6.38,£6.38,£6.38,£6.38,£6.38,£6.38
Betamethasone valerate 0.1% / Fusidic acid 2% cream 60,£12.76,£6.38,£6.38,£6.38,£6.38,£6.38
Betamethasone valerate 0.1% / Neomycin 0.5% cream 30,£32.92,£32.92,£32.92,£32.14,£32.14,£31.36
Betamethasone valerate 0.1% / Neomycin 0.5% cream 100,£109.75,£32.92,£32.92,£32.14,£32.14,£31.36
Betamethasone valerate 0.1% / Neomycin 0.5% ointment 30,£33.62,£32.36,£32.36,£31.58,£31.58,£31.36
Betamethasone valerate 0.1% / Neomycin 0.5% ointment 100,£112.07,£32.36,£32.36,£31.58,£31.58,£31.36
Betamethasone valerate 0.1% cream 30,£1.71,£1.71,£1.70,£1.71,£1.69,£1.67
Betamethasone valerate 0.1% cream 100,£5.70,£1.71,£1.70,£1.71,£1.69,£1.67
Betamethasone valerate 0.1% lotion 100,£4.58,£4.58,£4.58,£4.58,£4.58,£4.58
Betamethasone valerate 0.1% ointment 30,£1.69,£1.76,£1.70,£1.70,£1.66,£1.66
Betamethasone valerate 0.1% ointment 100,£5.63,£1.76,£1.70,£1.70,£1.66,£1.66
Betamethasone valerate 0.1% scalp application 100,£3.75,£3.75,£3.75,£3.75,£3.75,£3.75
Betamethasone valerate 2.25mg medicated plasters 4,£13.98,£13.98,£13.98,£13.98,£13.98,£13.98
Betaxolol 0.25% eye drops 5,£2.66,£2.66,£2.66,£2.66,£2.66,£2.66
Betaxolol 0.25% eye drops 0.25ml unit dose preservative free 50,£13.77,£13.77,£13.77,£13.77,£13.77,£13.77
Betaxolol 0.5% eye drops 5,£1.90,£1.90,£1.90,£1.90,£1.90,£1.90
Bethanechol chloride 10mg tablets 100,£18.51,£18.51,£18.51,£18.51,£18.51,£18.51
Bethanechol chloride 25mg tablets 100,£27.26,£27.26,£27.26,£27.26,£27.26,£27.26
Bezafibrate 200mg tablets 100,£8.63,£8.63,£8.63,£8.63,£8.63,£8.63
Bezafibrate 400mg modified-release tablets 30,£7.63,£7.63,£7.63,£7.63,£7.63,£7.63
Bicalutamide 150mg tablets 28,£3.12,£3.44,£3.31,£3.31,£3.16,£3.16
Bicalutamide 50mg tablets 28,£1.82,£2.03,£1.95,£1.95,£1.99,£1.99
Bifonazole 1% cream 20,£3.67,£3.67,£3.67,£3.45,£3.45,£3.45
Bilastine 10mg orodispersible tablets sugar free 30,£5.00,£5.00,£5.00,£5.00,£5.00,£5.00
Bilastine 2.5mg/ml oral solution sugar free 120,£5.00,£5.00,£5.00,£5.00,£5.00,£5.00
Bilastine 20mg tablets 30,£6.00,£6.00,£6.00,£6.00,£6.00,£6.00
Bimatoprost 100micrograms/ml eye drops 3,£3.80,£3.57,£3.42,£3.42,£3.08,£3.08
Bimatoprost 300micrograms/ml / Timolol 5mg/ml eye drops 3,£14.16,£14.16,£14.16,£14.16,£14.16,£14.16
Bimatoprost 300micrograms/ml / Timolol 5mg/ml eye drops 0.4ml unit dose preservative free 30,£17.94,£17.94,£17.94,£17.94,£17.94,£17.94
Bimatoprost 300micrograms/ml / Timolol 5mg/ml eye drops preservative free 3,£14.16,£14.16,£14.16,£14.16,£14.16,£14.16
Bimatoprost 300micrograms/ml eye drops 3,£14.54,£14.53,£14.54,£14.51,£14.56,£14.45
Bimatoprost 300micrograms/ml eye drops 0.4ml unit dose preservative free 30,£19.02,£18.76,£19.28,£18.24,£18.25,£18.22
Bimatoprost 300micrograms/ml eye drops preservative free 3,£9.79,£9.79,£9.79,£9.79,£11.71,£11.71
Bisacodyl 10mg suppositories 12,£2.77,£2.77,£2.77,£2.77,£2.77,£2.77
Bisacodyl 5mg gastro-resistant tablets 60,£3.34,£2.89,£2.78,£2.78,£2.68,£2.68
Bisacodyl 5mg suppositories 5,£1.11,£1.11,£1.11,£1.11,£1.11,£1.04
Bisoprolol 1.25mg tablets 28,£0.76,£0.73,£0.71,£0.71,£0.76,£0.76
Bisoprolol 10mg tablets 28,£0.80,£0.79,£0.77,£0.77,£0.84,£0.84
Bisoprolol 2.5mg tablets 28,£0.74,£0.71,£0.69,£0.69,£0.72,£0.72
Bisoprolol 3.75mg tablets 28,£0.87,£0.86,£0.84,£0.84,£0.86,£0.86
Bisoprolol 5mg tablets 28,£0.73,£0.70,£0.68,£0.68,£0.72,£0.72
Bisoprolol 7.5mg tablets 28,£0.94,£0.92,£0.90,£0.90,£0.97,£0.97
Blackcurrant syrup 500,£12.30,£12.30,£12.30,£12.30,£12.30,£12.30
Boric acid powder 500,£7.42,£7.42,£7.42,£7.42,£7.42,£7.42
Brimonidine 0.2% eye drops 5,£2.05,£1.83,£1.76,£1.76,£2.05,£2.05
Brimonidine 2mg/ml / Timolol 5mg/ml eye drops 5,£12.90,£11.80,£13.20,£11.73,£12.20,£13.15
Brimonidine 3mg/g gel 30,£33.69,£33.69,£33.69,£33.69,£33.69,£33.69
Brinzolamide 10mg/ml / Brimonidine 2mg/ml eye drops 5,£9.23,£9.23,£9.23,£9.23,£9.23,£9.23
Brinzolamide 10mg/ml / Timolol 5mg/ml eye drops 5,£3.17,£4.04,£3.88,£3.88,£3.59,£3.59
Brinzolamide 10mg/ml eye drops 5,£2.28,£2.38,£2.29,£2.29,£2.37,£2.37
Brivaracetam 100mg tablets 56,£129.64,£129.64,£129.64,£129.64,£129.64,£129.64
Brivaracetam 10mg tablets 14,£34.64,£34.64,£34.64,£34.64,£34.64,£34.64
Brivaracetam 25mg tablets 56,£129.64,£129.64,£129.64,£129.64,£129.64,£129.64
Brivaracetam 50mg tablets 56,£129.64,£129.64,£129.64,£129.64,£129.64,£129.64
Brivaracetam 50mg/5ml oral solution sugar free 300,£115.83,£115.83,£115.83,£115.83,£115.83,£115.83
Brivaracetam 75mg tablets 56,£129.64,£129.64,£129.64,£129.64,£129.64,£129.64
Bromfenac 900micrograms/ml eye drops 5,£8.50,£8.50,£8.50,£8.50,£8.50,£8.50
Bromocriptine 2.5mg tablets 30,£74.99,£74.99,£74.99,£74.99,£74.99,£74.99
Budesonide 100micrograms/dose / Formoterol 3micrograms/dose inhaler CFC free 120,£14.00,£14.00,£14.00,£14.00,£14.00,£14.00
Budesonide 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler 120,£28.00,£28.00,£28.00,£28.00,£28.00,£28.00
Budesonide 100micrograms/dose dry powder inhaler 200,£14.25,£14.25,£14.25,£14.25,£14.25,£14.25
Budesonide 1mg orodispersible tablets sugar free 90,£323.00,£323.00,£323.00,£323.00,£323.00,£323.00
Budesonide 1mg/2ml nebuliser liquid unit dose vials 20,£43.15,£44.98,£43.18,£49.56,£48.78,£46.39
Budesonide 200micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler 120,£28.00,£28.00,£28.00,£28.00,£28.00,£28.00
Budesonide 200micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free 120,£28.00,£28.00,£28.00,£28.00,£28.00,£28.00
Budesonide 200micrograms/dose dry powder inhalation cartridge 100,£9.59,£9.59,£9.59,£9.59,£9.59,£9.59
Budesonide 200micrograms/dose dry powder inhalation cartridge with device 100,£14.86,£14.86,£14.86,£14.86,£14.86,£14.86
Budesonide 200micrograms/dose dry powder inhaler 100,£14.25,£14.25,£14.25,£14.25,£14.25,£14.25
Budesonide 2mg foam enema 14,£57.11,£57.11,£57.11,£57.11,£57.11,£57.11
Budesonide 2mg/100ml enema 7,£33.66,£33.66,£33.66,£33.66,£33.66,£33.66
Budesonide 3mg gastro-resistant capsules 100,£75.05,£75.05,£75.05,£75.05,£75.05,£75.05
Budesonide 3mg gastro-resistant modified-release capsules 100,£75.05,£75.05,£75.05,£75.05,£75.05,£75.05
Budesonide 400micrograms/dose / Formoterol 12micrograms/dose dry powder inhaler 60,£28.00,£28.00,£28.00,£28.00,£28.00,£28.00
Budesonide 400micrograms/dose dry powder inhaler 50,£14.25,£14.25,£14.25,£14.25,£14.25,£14.25
Budesonide 500micrograms/2ml nebuliser liquid unit dose vials 20,£27.64,£28.67,£27.64,£31.25,£30.76,£29.28
Budesonide 64micrograms/dose nasal spray 120,£8.35,£8.26,£8.44,£8.07,£7.71,£6.05
Budesonide 9mg gastro-resistant granules sachets 60,£135.00,£135.00,£135.00,£135.00,£135.00,£135.00
Budesonide 9mg modified-release tablets 30,£75.00,£75.00,£75.00,£75.00,£75.00,£75.00
Bumetanide 1mg tablets 28,£1.51,£1.21,£1.17,£1.17,£0.97,£0.97
Bumetanide 1mg/5ml oral solution sugar free 150,£216.50,£216.50,£216.50,£216.50,£198.00,£198.00
Bumetanide 5mg tablets 28,£21.11,£19.56,£19.70,£15.47,£15.70,£15.24
"Bupivacaine 25mg/10ml (0.25%) / Adrenaline (base) 50micrograms/10ml (1 in 200,000) solution for injection ampoules 10",£46.00,£46.00,£46.00,£46.00,£46.00,£46.00
Bupivacaine 25mg/10ml (0.25%) solution for injection ampoules 5,£7.92,£7.92,£7.92,£7.92,£7.92,£7.92
Bupivacaine 25mg/10ml (0.25%) solution for injection ampoules 20,£17.50,£7.92,£7.92,£7.92,£7.92,£7.92
"Bupivacaine 50mg/10ml (0.5%) / Adrenaline (base) 50micrograms/10ml (1 in 200,000) solution for injection ampoules 10",£51.75,£51.75,£51.75,£51.75,£51.75,£51.75
Bupivacaine 50mg/10ml (0.5%) solution for injection ampoules 5,£9.25,£9.25,£9.25,£9.25,£9.25,£9.25
Bupivacaine 50mg/10ml (0.5%) solution for injection ampoules 10,£7.56,£9.25,£9.25,£9.25,£9.25,£9.25
Bupivacaine 50mg/10ml (0.5%) solution for injection ampoules 20,£18.30,£9.25,£9.25,£9.25,£9.25,£9.25
Buprenorphine 10micrograms/hour transdermal patches 4,£31.55,£31.55,£31.55,£31.55,£31.55,£31.55
Buprenorphine 128mg/0.36ml prolonged-release solution for injection pre-filled syringes 1,£239.70,£239.70,£239.70,£239.70,£239.70,£239.70
Buprenorphine 15micrograms/hour transdermal patches 4,£49.15,£49.15,£49.15,£49.15,£49.15,£49.15
Buprenorphine 160mg/0.45ml prolonged-release solution for injection pre-filled syringes 1,£239.70,,,,,
Buprenorphine 16mg / Naloxone 4mg sublingual tablets sugar free 28,£152.38,£152.38,£152.38,£152.38,£152.38,£152.38
Buprenorphine 16mg/0.32ml prolonged-release solution for injection pre-filled syringes 1,£55.93,£55.93,£55.93,£55.93,£55.93,£55.93
Buprenorphine 200microgram sublingual tablets sugar free 50,£5.04,£5.04,£5.04,£5.04,£5.04,£5.04
Buprenorphine 20micrograms/hour transdermal patches 4,£57.46,£57.46,£57.46,£57.46,£57.46,£57.46
Buprenorphine 24mg/0.48ml prolonged-release solution for injection pre-filled syringes 1,£55.93,£55.93,£55.93,£55.93,£55.93,£55.93
Buprenorphine 2mg / Naloxone 500microgram sublingual films sugar free 28,£27.94,£27.94,£27.94,£27.94,,
Buprenorphine 2mg / Naloxone 500microgram sublingual tablets sugar free 28,£25.40,£25.40,£25.40,£25.40,£25.40,£25.40
Buprenorphine 2mg oral lyophilisates sugar free 28,£25.40,£25.40,£25.40,£25.40,£25.40,£25.40
Buprenorphine 2mg sublingual tablets sugar free 7,£2.01,£1.88,£1.81,£1.81,£1.92,£1.92
Buprenorphine 32mg/0.64ml prolonged-release solution for injection pre-filled syringes 1,£55.93,£55.93,£55.93,£55.93,£55.93,£55.93
Buprenorphine 35micrograms/hour transdermal patches 4,£15.80,£15.80,£15.80,£15.80,£15.80,£15.80
Buprenorphine 400microgram sublingual tablets sugar free 7,£1.36,£1.36,£1.36,£1.36,£1.36,£1.36
Buprenorphine 400microgram sublingual tablets sugar free 50,£10.07,£1.36,£1.36,£1.36,£1.36,£1.36
Buprenorphine 52.5micrograms/hour transdermal patches 4,£23.71,£23.71,£23.71,£23.71,£23.71,£23.71
Buprenorphine 5micrograms/hour transdermal patches 4,£17.60,£17.60,£17.60,£17.60,£17.60,£17.60
Buprenorphine 64mg/0.18ml prolonged-release solution for injection pre-filled syringes 1,£239.70,£239.70,£239.70,£239.70,£239.70,£239.70
Buprenorphine 70micrograms/hour transdermal patches 4,£31.60,£31.60,£31.60,£31.60,£31.60,£31.60
Buprenorphine 8mg / Naloxone 2mg sublingual films sugar free 28,£83.81,£83.81,£83.81,£83.81,,
Buprenorphine 8mg / Naloxone 2mg sublingual tablets sugar free 28,£76.19,£76.19,£76.19,£76.19,£76.19,£76.19
Buprenorphine 8mg oral lyophilisates sugar free 28,£76.20,£76.20,£76.20,£76.20,£76.20,£76.20
Buprenorphine 8mg sublingual tablets sugar free 7,£4.43,£4.78,£4.59,£4.59,£4.82,£4.82
Buprenorphine 8mg/0.16ml prolonged-release solution for injection pre-filled syringes 1,£55.93,£55.93,£55.93,£55.93,£55.93,£55.93
Buprenorphine 96mg/0.27ml prolonged-release solution for injection pre-filled syringes 1,£239.70,£239.70,£239.70,£239.70,£239.70,£239.70
Bupropion 150mg modified-release tablets 60,£41.76,£41.76,£41.76,£41.76,£41.76,£41.76
Buserelin 150micrograms/dose nasal spray 168,£105.16,£105.16,£105.16,£105.16,£105.16,£105.16
Buserelin 5.5mg/5.5ml solution for injection vials 2,£34.37,£34.37,£34.37,£34.37,£34.37,£34.37
Buspirone 10mg tablets 30,£8.18,£8.75,£9.41,£10.17,£11.05,£12.08
